Date,Open,High,Low,Close,Adj Close,Volume
2005-01-01,139.05999755859375,139.6699981689453,136.5800018310547,137.07000732421875,137.07000732421875,0
2005-01-08,136.97000122070312,137.1300048828125,133.30999755859375,133.5800018310547,133.5800018310547,0
2005-01-15,133.5800018310547,134.7899932861328,132.97000122070312,133.3800048828125,133.3800048828125,0
2005-01-22,133.3800048828125,135.41000366210938,133.3800048828125,134.0,134.0,0
2005-01-29,134.0,135.7899932861328,133.74000549316406,133.74000549316406,133.74000549316406,0
2005-02-05,133.74000549316406,136.32000732421875,133.6199951171875,135.94000244140625,135.94000244140625,0
2005-02-12,135.94000244140625,138.27999877929688,135.42999267578125,137.55999755859375,137.55999755859375,0
2005-02-19,138.05999755859375,139.39999389648438,137.1199951171875,139.3699951171875,139.3699951171875,0
2005-02-26,139.3699951171875,139.47999572753906,137.32000732421875,138.7899932861328,138.7899932861328,0
2005-03-05,138.7899932861328,140.1999969482422,138.27000427246094,140.19000244140625,140.19000244140625,0
2005-03-12,140.19000244140625,140.67999267578125,138.82000732421875,139.47999572753906,139.47999572753906,0
2005-03-19,139.47999572753906,139.67999267578125,137.3000030517578,137.77999877929688,137.77999877929688,0
2005-03-26,137.77000427246094,139.41000366210938,137.63999938964844,138.94000244140625,138.94000244140625,0
2005-04-02,138.9499969482422,140.08999633789062,138.14999389648438,139.8800048828125,139.8800048828125,0
2005-04-09,139.8800048828125,140.2100067138672,138.27000427246094,138.63999938964844,138.63999938964844,0
2005-04-16,138.6199951171875,140.4499969482422,138.1300048828125,138.36000061035156,138.36000061035156,0
2005-04-23,138.36000061035156,138.99000549316406,134.69000244140625,134.67999267578125,134.67999267578125,0
2005-04-30,134.86000061035156,135.75,134.38999938964844,134.50999450683594,134.50999450683594,0
2005-05-07,134.50999450683594,136.2100067138672,134.27000427246094,135.3800048828125,135.3800048828125,0
2005-05-14,135.3699951171875,137.11000061035156,134.52000427246094,135.77000427246094,135.77000427246094,0
2005-05-21,135.77000427246094,136.0,134.92999267578125,135.8300018310547,135.8300018310547,0
2005-05-28,135.8300018310547,135.94000244140625,131.50999450683594,131.55999755859375,131.55999755859375,0
2005-06-04,131.6199951171875,132.02999877929688,130.7100067138672,131.8699951171875,131.8699951171875,0
2005-06-11,131.8699951171875,133.4499969482422,131.17999267578125,133.22999572753906,133.22999572753906,0
2005-06-18,133.22999572753906,133.5500030517578,130.6999969482422,131.89999389648438,131.89999389648438,0
2005-06-25,131.88999938964844,134.3699951171875,131.72000122070312,133.36000061035156,133.36000061035156,0
2005-07-02,133.36000061035156,134.47000122070312,132.47999572753906,134.47000122070312,134.47000122070312,0
2005-07-09,134.47000122070312,136.0,133.88999938964844,134.88999938964844,134.88999938964844,0
2005-07-16,135.1300048828125,137.19000244140625,133.61000061035156,134.2100067138672,134.2100067138672,0
2005-07-23,134.2899932861328,137.07000732421875,134.0399932861328,136.33999633789062,136.33999633789062,0
2005-07-30,136.33999633789062,139.3699951171875,135.72999572753906,139.39999389648438,139.39999389648438,0
2005-08-06,139.4499969482422,140.97999572753906,135.9600067138672,135.9600067138672,135.9600067138672,0
