timestamp,Open,High,Low,Close
2005-01-31,195.55,197.22,189.44,195.13
2005-02-28,195.1,201.99,194.43,200.97
2005-03-31,200.32,202.69,197.5,202.49
2005-04-29,202.52,205.35,199.67,199.82
2005-05-31,198.92,200.87,195.78,197.09
2005-06-30,196.64,200.39,194.6,198.27
2005-07-29,198.55,198.94,192.61,197.66
2005-08-31,197.66,200.27,195.87,199.48
2005-09-30,199.52,203.49,197.91,200.15
2005-10-31,200.15,206.61,199.04,206.0
2005-11-30,206.0,208.14,203.41,207.2
2005-12-30,207.19,213.03,201.13,202.97
2006-01-31,202.47,208.99,200.49,208.53
2006-02-28,208.5,211.11,201.63,202.99
2006-03-31,202.99,206.19,202.49,204.34
2006-04-28,204.4,210.79,203.8,207.55
2006-05-31,207.22,211.48,205.31,210.7
2006-06-30,210.74,213.7,209.5,211.53
2006-07-31,211.15,216.57,209.5,214.09
2006-08-31,214.05,223.83,213.53,223.47
2006-09-29,223.45,223.61,217.39,221.26
2006-10-31,221.4,224.35,220.44,223.06
2006-11-30,223.03,227.81,222.35,227.7
2006-12-29,227.63,234.74,225.71,233.21
2007-01-31,233.2,241.49,228.01,237.09
2007-02-28,237.18,238.88,230.69,232.75
2007-03-30,232.61,233.48,221.1,231.83
2007-04-30,231.41,239.41,231.23,238.88
2007-05-31,238.93,241.86,236.45,240.96
2007-06-29,240.95,247.94,237.68,247.42
2007-07-31,247.2,251.1,238.45,240.89
2007-08-31,240.77,244.06,219.34,233.51
2007-09-28,233.46,235.26,228.22,235.01
2007-10-31,234.9,240.67,230.34,239.82
2007-11-30,239.79,241.34,221.28,228.72
2007-12-31,228.4,230.33,220.95,221.67
2008-01-31,221.7,222.75,204.66,211.53
2008-02-29,211.51,213.84,205.86,206.36
2008-03-31,206.29,207.95,192.63,198.14
2008-04-30,198.14,208.99,197.03,206.62
2008-05-30,206.58,209.3,199.77,209.13
2008-06-30,208.1,213.9,203.99,211.42
2008-07-31,211.44,215.85,208.0,213.86
2008-08-29,213.89,213.96,197.63,198.1
2008-09-30,197.68,197.68,184.53,189.0
2008-10-31,188.99,189.92,139.08,158.18
2008-11-28,158.98,163.33,137.71,146.77
2008-12-31,146.77,147.17,129.92,132.6
2009-01-30,132.48,141.56,118.85,130.72
2009-02-27,130.58,141.78,125.33,139.61
2009-03-31,139.64,145.12,131.5,141.59
2009-04-30,141.6,151.53,139.05,145.68
2009-05-29,145.65,155.76,143.07,154.29
2009-06-30,154.25,162.59,153.52,158.59
2009-07-31,158.55,159.97,146.78,158.12
2009-08-31,158.25,163.08,150.07,151.4
2009-09-30,151.39,153.26,139.77,143.59
2009-10-30,143.58,153.24,139.72,148.06
2009-11-30,148.1,151.62,139.31,141.88
2009-12-31,142.02,150.68,141.67,150.36
2010-01-29,150.4,150.72,143.65,144.23
2010-02-26,144.37,145.3,134.67,135.41
2010-03-31,135.52,142.02,132.03,141.78
2010-04-30,141.8,145.98,139.34,143.31
2010-05-31,143.82,144.91,126.68,132.54
2010-06-30,132.49,136.42,130.39,132.04
2010-07-30,132.06,137.56,130.76,135.58
2010-08-31,135.89,137.78,128.58,129.21
2010-09-30,129.17,135.05,127.6,131.18
2010-10-29,131.15,133.03,126.38,128.81
2010-11-30,128.89,134.21,128.73,130.17
2010-12-31,130.3,133.05,125.43,126.63
2011-01-31,126.31,132.67,125.71,131.34
2011-02-28,131.35,135.52,130.87,132.94
2011-03-31,133.47,135.2,122.3,133.44
2011-04-29,133.42,140.02,132.93,135.63
2011-05-31,135.5,136.11,130.24,134.04
2011-06-30,133.83,134.36,128.17,129.22
2011-07-29,129.28,130.84,124.86,126.06
2011-08-31,126.83,130.83,123.23,124.61
2011-09-30,124.87,125.34,116.79,120.0
2011-10-31,120.1,127.32,116.96,125.71
2011-11-30,126.1,126.11,119.23,121.88
2011-12-30,121.8,122.76,119.25,119.52
2012-01-31,119.29,122.04,117.23,120.19
2012-02-29,120.0,129.76,119.57,129.14
2012-03-30,129.11,133.48,126.51,132.69
2012-04-30,132.81,133.25,127.09,129.59
2012-05-31,129.62,130.77,120.13,120.71
2012-06-29,120.79,125.83,118.73,125.33
2012-07-31,125.42,125.51,120.76,122.43
2012-08-31,122.41,125.51,121.05,124.35
2012-09-28,124.39,128.83,123.89,126.06
2012-10-31,125.64,129.63,124.67,128.69
2012-11-30,128.69,132.8,125.61,131.98
2012-12-31,131.96,141.01,131.49,140.85
2013-01-31,140.99,145.51,139.2,145.44
2013-02-28,145.39,147.97,137.82,140.34
2013-03-29,140.33,145.87,139.09,143.36
2013-04-30,143.25,153.85,140.35,151.3
2013-05-31,151.28,156.76,150.81,152.68
2013-06-28,152.8,154.19,147.09,150.94
2013-07-31,150.86,154.03,148.29,148.61
2013-08-30,148.68,154.62,147.69,152.2
2013-09-30,152.64,159.95,152.4,158.98
2013-10-31,158.97,159.9,154.73,157.75
2013-11-29,157.77,167.87,156.66,167.59
2013-12-31,167.75,174.52,165.88,174.32
