timestamp,Open,High,Low,Close
2014-01-31,99.1,99.14,91.06,91.63
2014-02-28,91.74,93.68,90.8,91.97
2014-03-31,91.55,94.08,90.65,93.37
2014-04-30,93.36,94.87,92.29,93.21
2014-05-30,93.23,94.05,92.49,93.81
2014-06-30,93.87,95.16,93.43,94.95
2014-07-31,94.94,96.22,93.92,94.25
2014-08-29,94.25,96.03,92.75,95.62
2014-09-30,95.76,99.77,95.72,97.87
2014-10-31,97.87,99.86,92.92,99.66
2014-11-28,99.86,105.317,99.3,103.908
2014-12-31,103.94,106.494,99.118,102.97
2015-01-30,102.982,103.493,91.722,92.339
2015-02-27,92.309,96.418,92.096,95.57
2015-03-31,95.669,96.821,93.723,94.632
2015-04-30,94.632,99.49,94.298,98.89
2015-05-29,98.892,100.091,98.219,99.628
2015-06-30,99.655,101.15,97.594,98.058
2015-07-31,98.058,98.498,94.364,94.618
2015-08-31,94.663,96.015,87.374,92.208
2015-09-30,92.208,92.242,88.868,89.991
2015-10-30,89.991,93.259,89.705,92.16
2015-11-30,92.185,93.251,91.618,92.285
2015-12-31,92.287,92.778,86.356,86.829
2016-01-29,86.903,86.95,78.938,86.776
2016-02-29,86.78,87.044,79.266,82.977
2016-03-31,82.984,87.458,82.794,86.656
2016-04-29,86.655,88.798,81.7,84.737
2016-05-31,84.966,85.51,82.24,84.645
2016-06-30,84.653,84.858,76.096,79.64
2016-07-29,79.648,82.521,76.756,78.335
2016-08-31,78.517,78.95,76.749,78.825
2016-09-30,78.82,80.31,75.396,77.22
2016-10-31,77.276,79.662,77.089,78.166
2016-11-30,78.16,85.251,74.805,85.146
2016-12-30,85.154,88.925,84.569,87.044
2017-01-31,87.02,88.66,84.783,86.376
2017-02-28,86.371,87.733,84.175,84.77
2017-03-31,84.76,85.904,82.232,83.667
2017-04-28,83.585,83.737,80.557,81.725
2017-05-31,81.556,83.74,80.641,82.109
2017-06-30,82.108,86.867,80.862,86.675
2017-07-31,86.542,89.726,86.448,88.25
2017-08-31,88.252,88.648,85.448,88.167
2017-09-29,88.158,91.641,87.533,90.225
2017-10-31,90.307,90.778,87.776,88.102
2017-11-30,88.104,89.807,86.744,87.356
2017-12-29,87.347,90.036,87.137,89.601
2018-01-31,89.539,91.581,87.785,88.715
2018-02-28,88.712,89.439,83.009,83.099
2018-03-30,83.097,83.651,80.523,82.388
2018-04-30,82.475,85.764,81.62,85.134
2018-05-31,85.134,87.103,82.976,84.049
2018-06-29,84.048,85.645,82.148,84.259
2018-07-31,84.219,86.119,83.724,85.832
2018-08-31,85.833,86.586,83.612,85.151
2018-09-28,85.111,88.115,83.751,88.099
2018-10-31,88.577,89.219,84.833,85.81
2018-11-30,85.816,86.987,84.592,85.422
2018-12-31,85.781,86.246,80.253,80.355
2019-01-31,80.354,83.187,76.567,82.883
2019-02-28,82.887,84.795,82.249,84.561
2019-03-29,84.576,85.237,81.614,83.087
2019-04-30,83.09,84.358,82.527,83.222
2019-05-31,83.221,83.361,80.055,80.126
2019-06-28,80.008,82.465,79.966,82.346
2019-07-31,82.889,83.237,82.006,82.45
2019-08-30,82.447,82.726,78.676,79.862
2019-09-30,79.659,82.09,79.182,81.623
2019-10-31,81.623,83.554,79.796,82.029
2019-11-29,82.032,83.11,81.263,82.444
2019-12-31,82.439,83.916,81.504,83.679
2020-01-31,83.663,84.57,81.731,81.839
2020-02-28,81.814,84.745,80.126,80.64
2020-03-31,79.893,81.464,73.798,76.459
2020-04-30,76.46,78.182,74.956,76.755
2020-05-29,76.762,78.527,74.765,78.29
2020-06-30,78.18,81.909,78.008,79.52
2020-07-31,79.521,80.145,77.597,78.939
2020-08-31,78.948,81.583,78.667,81.167
2020-09-30,81.169,81.462,78.352,79.14
2020-10-30,79.143,80.607,77.9,78.539
2020-11-30,78.459,81.424,78.195,80.211
2020-12-31,80.192,82.12,80.122,81.11
2021-01-29,81.11,82.208,80.537,81.945
2021-02-26,81.914,85.098,81.55,83.615
2021-03-31,83.675,88.241,83.555,88.13
2021-04-30,88.127,89.046,85.414,88.998
2021-05-31,88.938,91.167,88.413,90.82
2021-06-30,90.81,91.185,87.948,89.586
2021-07-30,89.583,90.192,85.42,87.892
2021-08-31,87.847,88.463,84.654,87.2
2021-09-30,87.19,88.316,84.889,87.737
2021-10-29,87.733,93.021,87.173,91.989
2021-11-30,92.116,92.491,88.013,88.525
2021-12-31,88.523,91.258,87.421,91.019
2022-01-31,91.039,92.178,89.556,90.532
2022-02-28,90.569,91.711,89.22,90.668
2022-03-31,90.668,100.191,89.643,97.289
2022-04-29,97.287,102.951,97.253,100.959
2022-05-31,101.002,101.998,97.789,101.72
2022-06-30,101.708,107.211,101.646,105.404
2022-07-29,105.424,107.647,103.358,104.07
2022-08-31,103.995,106.806,101.406,105.901
2022-09-30,105.9,110.525,104.558,104.66
2022-10-31,104.635,110.35,104.605,109.21
2022-11-30,109.204,109.307,101.345,102.905
2022-12-30,102.911,102.935,95.827,96.749
