Date,Open,High,Low,Close,Adj Close,Volume
2014-01-04,1.0640219449996948,1.0943299531936646,1.0611000061035156,1.0844800472259521,1.0844800472259521,0
2014-01-11,1.0898590087890625,1.0989999771118164,1.0859999656677246,1.0931999683380127,1.0931999683380127,0
2014-01-18,1.0965629816055298,1.1172000169754028,1.092900037765503,1.1112899780273438,1.1112899780273438,0
2014-01-25,1.1086349487304688,1.1222000122070312,1.1030999422073364,1.11558997631073,1.11558997631073,0
2014-02-01,1.1132630109786987,1.1132630109786987,1.0966999530792236,1.1068899631500244,1.1068899631500244,0
2014-02-08,1.10343599319458,1.108970046043396,1.0938999652862549,1.097730040550232,1.097730040550232,0
2014-02-15,1.0989010334014893,1.1184200048446655,1.0909500122070312,1.1103700399398804,1.1103700399398804,0
2014-02-22,1.1115930080413818,1.1158000230789185,1.1052000522613525,1.1123000383377075,1.1123000383377075,0
2014-03-01,1.1069910526275635,1.1109100580215454,1.0954699516296387,1.0985699892044067,1.0985699892044067,0
2014-03-08,1.109078049659729,1.1152700185775757,1.104200005531311,1.1077300310134888,1.1077300310134888,0
2014-03-15,1.1102850437164307,1.1277300119400024,1.1027599573135376,1.1240999698638916,1.1240999698638916,0
2014-03-22,1.1226619482040405,1.124500036239624,1.0999000072479248,1.1029599905014038,1.1029599905014038,0
2014-03-29,1.1062190532684326,1.1069600582122803,1.0959999561309814,1.1033999919891357,1.1033999919891357,0
2014-04-05,1.098634958267212,1.1008199453353882,1.0867999792099,1.0933400392532349,1.0933400392532349,0
2014-04-12,1.0981650352478027,1.1032999753952026,1.0942399501800537,1.1007100343704224,1.1007100343704224,0
2014-04-19,1.1030470132827759,1.1050299406051636,1.0999000072479248,1.1021000146865845,1.1021000146865845,0
2014-04-26,1.1041549444198608,1.1038099527359009,1.094059944152832,1.0963300466537476,1.0963300466537476,0
2014-05-03,1.0975619554519653,1.0987399816513062,1.0810999870300293,1.0830199718475342,1.0830199718475342,0
2014-05-10,1.0900609493255615,1.0922000408172607,1.0853999853134155,1.0875999927520752,1.0875999927520752,0
2014-05-17,1.0864020586013794,1.093999981880188,1.0848000049591064,1.0893000364303589,1.0893000364303589,0
2014-05-24,1.0869799852371216,1.0875799655914307,1.0820000171661377,1.0837600231170654,1.0837600231170654,0
2014-05-31,1.0850809812545776,1.0956000089645386,1.0842000246047974,1.092079997062683,1.092079997062683,0
2014-06-07,1.0934100151062012,1.0936800241470337,1.0841000080108643,1.085510015487671,1.085510015487671,0
2014-06-14,1.0859999656677246,1.0880399942398071,1.0752999782562256,1.0816999673843384,1.0816999673843384,0
2014-06-21,1.075927972793579,1.075927972793579,1.0667999982833862,1.0691499710083008,1.0691499710083008,0
2014-06-28,1.0668150186538696,1.0694600343704224,1.061900019645691,1.0636500120162964,1.0636500120162964,0
