Date,Open,High,Low,Close,Adj Close,Volume
2014-01-04,13.10444164276123,13.155400276184082,12.957539558410645,12.95930004119873,12.95930004119873,0
2014-01-11,12.980270385742188,13.32859992980957,12.956609725952148,13.233440399169922,13.233440399169922,0
2014-01-18,13.255566596984863,13.60200023651123,13.218500137329102,13.448450088500977,13.448450088500977,0
2014-01-25,13.468012809753418,13.52180004119873,13.168410301208496,13.34514045715332,13.34514045715332,0
2014-02-01,13.367197036743164,13.547499656677246,13.189599990844727,13.259530067443848,13.259530067443848,0
2014-02-08,13.294337272644043,13.38700008392334,13.217599868774414,13.233710289001465,13.233710289001465,0
2014-02-15,13.248542785644531,13.366399765014648,13.0423002243042,13.25745964050293,13.25745964050293,0
2014-02-22,13.269639015197754,13.364190101623535,13.192000389099121,13.244379997253418,13.244379997253418,0
2014-03-01,13.253809928894043,13.347299575805664,13.109199523925781,13.179659843444824,13.179659843444824,0
2014-03-08,13.203063011169434,13.314000129699707,13.159899711608887,13.201950073242188,13.201950073242188,0
2014-03-15,13.218770980834961,13.321100234985352,13.133999824523926,13.228690147399902,13.228690147399902,0
2014-03-22,13.23626708984375,13.23626708984375,13.047200202941895,13.066980361938477,13.066980361938477,0
2014-03-29,13.077024459838867,13.138999938964844,12.996999740600586,13.0,13.0,0
2014-04-05,13.008000373840332,13.119199752807617,12.940999984741211,13.036919593811035,13.036919593811035,0
2014-04-12,13.044612884521484,13.12090015411377,13.0,13.040989875793457,13.040989875793457,0
2014-04-19,13.056534767150879,13.148799896240234,13.0,13.127779960632324,13.127779960632324,0
2014-04-26,13.135425567626953,13.150699615478516,12.968000411987305,13.011240005493164,13.011240005493164,0
2014-05-03,13.01744270324707,13.05620002746582,12.91569995880127,12.942090034484863,12.942090034484863,0
2014-05-10,12.951689720153809,12.998800277709961,12.868000030517578,12.888999938964844,12.888999938964844,0
2014-05-17,12.896570205688477,12.965299606323242,12.846739768981934,12.85221004486084,12.85221004486084,0
2014-05-24,12.861736297607422,12.898900032043457,12.825900077819824,12.855669975280762,12.855669975280762,0
2014-05-31,12.863390922546387,12.972399711608887,12.819999694824219,12.925580024719238,12.925580024719238,0
2014-06-07,12.933263778686523,13.070150375366211,12.894000053405762,13.011899948120117,13.011899948120117,0
2014-06-14,13.020833015441895,13.117799758911133,12.96619987487793,12.983819961547852,12.983819961547852,0
2014-06-21,12.993762969970703,13.069499969482422,12.954790115356445,12.955909729003906,12.955909729003906,0
2014-06-28,12.968486785888672,13.0447998046875,12.931599617004395,12.970000267028809,12.970000267028809,0
2014-07-05,12.976901054382324,13.035300254821777,12.957900047302246,12.975000381469727,12.975000381469727,0
2014-07-12,12.980270385742188,13.008399963378906,12.902000427246094,12.942580223083496,12.942580223083496,0
2014-07-19,12.953368186950684,12.981439590454102,12.914999961853027,12.941570281982422,12.941570281982422,0
2014-07-26,12.956725120544434,13.26159954071045,12.934599876403809,13.175800323486328,13.175800323486328,0
2014-08-02,13.187393188476562,13.332799911499023,13.123100280761719,13.244810104370117,13.244810104370117,0
2014-08-09,13.248542785644531,13.260600090026855,13.030719757080078,13.068449974060059,13.068449974060059,0
2014-08-16,13.078734397888184,13.150300025939941,13.031999588012695,13.135040283203125,13.135040283203125,0
2014-08-23,13.140604019165039,13.163399696350098,13.041999816894531,13.0794095993042,13.0794095993042,0
2014-08-30,13.089005470275879,13.15530014038086,13.027799606323242,13.029549598693848,13.029549598693848,0
2014-09-06,13.03271198272705,13.293600082397461,13.022000312805176,13.25374984741211,13.25374984741211,0
2014-09-13,13.260841369628906,13.279600143432617,13.125,13.205300331115723,13.205300331115723,0
2014-09-20,13.218770980834961,13.484100341796875,13.181710243225098,13.437700271606445,13.437700271606445,0
2014-09-27,13.444474220275879,13.539030075073242,13.357000350952148,13.484999656677246,13.484999656677246,0
2014-10-04,13.489814758300781,13.508600234985352,13.275449752807617,13.472570419311523,13.472570419311523,0
2014-10-11,13.484357833862305,13.668000221252441,13.38733959197998,13.510000228881836,13.510000228881836,0
