timestamp,Open,High,Low,Close
2014-01-31,1.2628,1.2829,1.2612,1.2763
2014-02-28,1.2764,1.2778,1.2578,1.2673
2014-03-31,1.2683,1.2789,1.2567,1.2576
2014-04-30,1.2576,1.2648,1.2448,1.2532
2014-05-30,1.2534,1.2568,1.245,1.254
2014-06-30,1.2533,1.2586,1.2458,1.2469
2014-07-31,1.2468,1.2492,1.2357,1.2473
2014-08-29,1.2473,1.2547,1.2432,1.2483
2014-09-30,1.2486,1.277,1.2485,1.2757
2014-10-31,1.2756,1.2874,1.2674,1.2855
2014-11-28,1.2871,1.30992,1.2855,1.30275
2014-12-31,1.30466,1.3261,1.3,1.32475
2015-01-30,1.32475,1.35659,1.3208,1.3525
2015-02-27,1.35217,1.36385,1.342,1.36225
2015-03-31,1.36285,1.39391,1.3603,1.37269
2015-04-30,1.37269,1.3749,1.3145,1.32395
2015-05-29,1.32395,1.35416,1.3158,1.3467
2015-06-30,1.3478,1.3631,1.3279,1.34717
2015-07-31,1.34717,1.37751,1.3445,1.3711
2015-08-31,1.37092,1.41684,1.3705,1.41046
2015-09-30,1.41046,1.43342,1.388,1.42336
2015-10-30,1.42325,1.43646,1.3721,1.4
2015-11-30,1.39993,1.42659,1.3927,1.41073
2015-12-31,1.41099,1.42191,1.3916,1.41615
2016-01-29,1.4164,1.44432,1.41375,1.42315
2016-02-29,1.42361,1.43358,1.3855,1.40468
2016-03-31,1.40421,1.40662,1.34101,1.34781
2016-04-29,1.34781,1.3668,1.3346,1.34185
2016-05-31,1.34438,1.38416,1.3385,1.37733
2016-06-30,1.37739,1.3799,1.33105,1.34765
2016-07-29,1.34752,1.36382,1.3386,1.33875
2016-08-31,1.34141,1.36602,1.3342,1.36159
2016-09-30,1.36182,1.36982,1.343,1.36183
2016-10-31,1.3633,1.39638,1.363,1.39116
2016-11-30,1.39132,1.4365,1.3814,1.43298
2016-12-30,1.43298,1.45372,1.4144,1.44668
2017-01-31,1.44773,1.45458,1.4065,1.40937
2017-02-28,1.40937,1.42654,1.397,1.40465
2017-03-31,1.40441,1.4219,1.3903,1.39625
2017-04-28,1.39674,1.40815,1.3902,1.396
2017-05-31,1.39661,1.41286,1.3802,1.38368
2017-06-30,1.38368,1.39144,1.37033,1.37573
2017-07-31,1.37648,1.38631,1.3537,1.35601
2017-08-31,1.35601,1.36889,1.3502,1.35581
2017-09-29,1.35607,1.36461,1.3342,1.35683
2017-10-31,1.35735,1.37141,1.34824,1.3624
2017-11-30,1.36246,1.36591,1.343,1.3494
2017-12-29,1.3494,1.3539,1.33473,1.33632
2018-01-31,1.3373,1.3389,1.30034,1.31126
2018-02-28,1.3118,1.3339,1.3051,1.32501
2018-03-30,1.32501,1.3285,1.3048,1.31111
2018-04-30,1.3111,1.32964,1.3071,1.32603
2018-05-31,1.32603,1.34897,1.325,1.33764
2018-06-29,1.33764,1.37051,1.3302,1.362
2018-07-31,1.36285,1.3745,1.3523,1.36228
2018-08-31,1.36227,1.38185,1.3601,1.3711
2018-09-28,1.37183,1.38146,1.3605,1.3662
2018-10-31,1.36718,1.3872,1.3661,1.3854
2018-11-30,1.38534,1.38597,1.3679,1.3716
2018-12-31,1.36968,1.37736,1.3609,1.3627
2019-01-31,1.3625,1.36791,1.3438,1.34577
2019-02-28,1.34588,1.36139,1.3451,1.35181
