timestamp,Open,High,Low,Close
2014-12-31,13.9035,14.9435,13.8633,14.736
2015-01-30,14.736,15.064,14.4175,14.9575
2015-02-27,14.9541,15.1545,14.6225,14.947
2015-03-31,14.9327,15.6673,14.8467,15.2571
2015-04-30,15.2571,15.4928,14.7467,15.3464
2015-05-29,15.3411,15.5932,14.9733,15.3717
2015-06-30,15.3888,15.7715,15.1575,15.712
2015-07-31,15.7134,16.4892,15.6182,16.0897
2015-08-31,16.0875,17.3042,16.0658,16.7404
2015-09-30,16.7435,17.3416,16.3501,16.9323
2015-10-30,16.931,17.0205,16.314,16.528
2015-11-30,16.4916,17.2024,16.3455,16.5667
2015-12-31,16.5684,17.4661,16.462,17.2302
2016-01-29,17.2302,18.8015,17.1709,18.095
2016-02-29,18.12,19.4459,17.9419,18.1433
2016-03-31,18.1409,18.1703,17.0908,17.2475
2016-04-29,17.2472,17.9513,17.0387,17.237
2016-05-31,17.184,18.5986,17.1001,18.4586
2016-06-30,18.4583,19.5181,18.0665,18.3119
2016-07-29,18.3088,18.9775,18.1065,18.758
2016-08-31,18.7416,18.9975,17.8915,18.7822
2016-09-30,18.7822,19.93,18.246,19.34
2016-10-31,19.3865,19.4205,18.4439,18.8665
2016-11-30,18.8659,21.3933,18.1475,20.5537
2016-12-30,20.5542,20.8725,20.129,20.715
2017-01-31,20.6845,22.0385,20.6405,20.8078
2017-02-28,20.8076,20.844,19.5955,20.1198
2017-03-31,20.1233,20.1627,18.6,18.7631
2017-04-28,18.7065,19.2954,18.4445,18.7972
2017-05-31,18.811,19.2599,18.3316,18.6279
2017-06-30,18.6279,18.8226,17.794,18.122
2017-07-31,18.105,18.4055,17.435,17.8028
2017-08-31,17.8031,18.0565,17.5605,17.8872
2017-09-29,17.8872,18.3,17.599,18.25
2017-10-31,18.2228,19.3291,18.1295,19.18
2017-11-30,19.18,19.373,18.4395,18.6466
2017-12-29,18.6466,19.91,18.541,19.647
2018-01-31,19.647,19.7019,18.3,18.5914
2018-02-28,18.5843,18.9752,18.302,18.833
2018-03-30,18.833,18.9797,18.1447,18.149
2018-04-30,18.2013,19.1439,17.933,18.7224
2018-05-31,18.7227,20.0492,18.688,19.9067
2018-06-29,19.9075,20.9614,19.5573,19.909
2018-07-31,19.7425,20.2005,18.4917,18.6524
2018-08-31,18.647,19.3776,18.399,19.069
2018-09-28,19.1034,19.685,18.663,18.695
2018-10-31,18.6763,20.4712,18.493,20.3341
2018-11-30,20.3294,20.6334,19.568,20.3637
2018-12-31,20.1641,20.6563,19.599,19.646
2019-01-31,19.723,19.736,18.87,19.1153
2019-02-28,19.1157,19.4723,19.011,19.2693
2019-03-29,19.2747,19.6221,18.741,19.4263
2019-04-30,19.35237,19.3818,18.741,18.9434
2019-05-31,18.9434,19.8274,18.785,19.607
2019-06-28,19.6366,19.8798,18.8875,19.22
2019-07-31,19.1473,19.3622,18.857,19.1506
2019-08-30,19.1506,20.257,19.113,20.057
2019-09-30,20.1194,20.16492,19.31,19.735
2019-10-31,19.735,19.8614,19.009,19.2348
2019-11-29,19.2352,19.65913,19.041,19.563
2019-12-31,19.5207,19.6292,18.795,18.894
2020-01-31,18.8985,19.033,18.6346,18.842
2020-02-28,18.8816,19.894,18.515,19.5909
2020-03-31,19.84997,25.44741,19.149,23.7761
2020-04-30,23.76083,25.7782,23.277,24.1994
2020-05-29,24.19644,24.8751,21.988,22.1679
2020-06-30,22.20841,23.2287,21.45,23.00979
2020-07-31,23.013,23.09237,21.826,22.27
2020-08-31,22.2623,22.909,21.7251,21.93
2020-09-30,21.91793,22.6994,20.831,22.07917
2020-10-30,22.0538,22.1086,20.817,21.18266
2020-11-30,21.18266,21.98043,19.915,20.166
2020-12-31,20.166,20.66323,19.679,19.87383
2021-01-29,19.9055,20.5989,19.537,20.5473
2021-02-26,20.44,21.04736,19.876,20.85575
2021-03-31,20.8573,21.63455,20.275,20.4285
2021-04-30,20.425,20.4963,19.768,20.226
2021-05-31,20.20857,20.3262,19.713,19.925
2021-06-30,19.925,20.74809,19.5925,19.925
2021-07-30,19.93173,20.24942,19.739,19.855
2021-08-31,19.887,20.45756,19.7979,20.0599
2021-09-30,20.0633,20.67663,19.8293,20.62371
2021-10-29,20.61523,20.90171,20.106,20.5295
2021-11-30,20.541,22.15416,20.238,21.431
2021-12-31,21.4449,21.514,20.3159,20.5
2022-01-31,20.487,20.913,20.266,20.625
2022-02-28,20.6308,20.78957,20.1505,20.467
2022-03-31,20.4674,21.46661,19.8082,19.841
2022-04-29,19.8602,20.64,19.7192,20.403
2022-05-31,20.4225,20.51046,19.4065,19.64871
2022-06-30,19.653,20.7023,19.464,20.1071
2022-07-29,20.0989,21.0536,20.0899,20.351
2022-08-31,20.359,20.827,19.7933,20.132
2022-09-30,20.1374,20.5797,19.746,20.14
2022-10-31,20.13539,20.17582,19.7703,19.8098
2022-11-30,19.8042,19.82622,19.033,19.251
2022-12-30,19.251,19.91808,19.1001,19.474
